country,year,sidea,sideb,region,extortion,smuggling,cannabis_extortion,coca_extortion,diamondsalluvial_extortion,drugs_extortion,gems_extortion,opium_extortion,timber_extortion,cannabis_smuggling,coca_smuggling,diamondsalluvial_smuggling,drugs_smuggling,gems_smuggling,opium_smuggling,timber_smuggling,external_support,forcedrecruit,abduction
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1990,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1991,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1992,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1993,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1994,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1995,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1996,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1997,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1998,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Peru,1999,Peru,Sendero Luminoso,Latin America & Caribbean,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
